eye_angle,eye_lashes,eye_lid,chin_length,eyebrow_weight,eyebrow_shape,eyebrow_thickness,face_shape,facial_hair,hair,eye_color,face_color,hair_color,glasses,glasses_color,eye_slant,eyebrow_width,eye_eyebrow_distance,filename
1,0,0,2,0,7,2,5,14,36,4,0,2,11,6,2,1,2,cs10484891494016544692.csv
0,0,0,1,1,10,1,5,14,13,3,8,8,11,1,0,2,2,cs10012832321095278697.csv
0,0,0,2,1,13,1,1,14,91,4,10,6,11,1,1,1,0,cs1148989641954840258.csv
0,0,1,2,1,12,3,4,14,31,0,6,8,11,3,0,2,2,cs10852240679550098037.csv
2,1,1,2,0,0,2,2,14,33,3,6,9,1,5,0,0,2,cs10505702260176044606.csv
0,0,1,0,1,8,3,0,14,66,1,3,9,11,1,1,0,1,cs1094319953660703029.csv
0,0,0,2,1,9,1,2,7,42,1,4,8,11,1,1,0,0,cs1072989443628745660.csv
2,0,0,1,1,13,0,6,6,0,4,10,8,11,6,1,1,1,cs10806941518905691115.csv
1,1,1,0,1,6,2,1,14,66,4,1,0,11,6,0,2,0,cs10182572949675413815.csv
2,1,0,2,1,6,0,0,14,54,0,0,8,1,2,1,1,2,cs11453481200655591633.csv
2,0,1,0,0,7,3,6,14,97,1,0,4,11,3,2,1,0,cs11307642523101508270.csv
1,0,0,0,1,10,3,6,14,23,0,10,7,11,3,1,2,1,cs10986738193301028590.csv
1,0,0,2,0,4,3,6,14,81,4,5,1,11,5,1,2,2,cs11020304267462979420.csv
0,1,1,2,1,0,1,0,14,84,4,5,5,11,3,1,2,0,cs10943334603952421725.csv
2,1,1,1,1,4,2,1,14,71,4,3,0,11,4,1,2,1,cs10487605256156540826.csv
2,1,1,2,1,10,2,1,14,94,1,6,9,11,0,1,1,1,cs10281549803085544617.csv
0,1,1,1,1,11,2,6,14,25,2,4,1,11,4,0,0,2,cs11401506013769745085.csv
2,0,0,1,0,1,1,3,14,22,4,3,0,11,5,0,0,0,cs10252799065112928569.csv
0,1,1,1,1,7,2,3,14,105,0,7,4,11,6,0,0,1,cs10129475295128987878.csv
2,1,0,1,0,5,0,5,14,53,3,0,0,11,2,1,1,0,cs10289627305829115902.csv
2,1,1,1,1,3,3,5,14,74,1,6,2,11,5,0,2,1,cs10277185452733690631.csv
0,0,1,1,1,10,0,3,14,23,2,4,2,11,3,1,2,2,cs10966501499747893666.csv
2,0,0,2,0,3,0,5,7,90,3,9,1,11,6,1,2,2,cs11285412141951288761.csv
0,0,1,2,1,13,1,5,14,20,3,2,1,11,1,1,2,1,cs10735915541726703280.csv
0,0,0,1,0,13,3,0,14,63,4,2,7,11,5,2,1,1,cs10611498007734267547.csv
2,1,0,0,1,12,0,0,14,47,4,6,4,11,2,1,1,0,cs10365146523099839278.csv
0,0,1,0,1,7,2,5,14,34,4,1,9,1,5,2,2,1,cs10421713129429605928.csv
0,0,0,1,0,9,3,5,14,80,1,4,3,11,5,0,2,2,cs11070151843153073942.csv
2,0,0,1,1,4,0,4,14,98,0,8,2,11,0,2,2,1,cs10117478729614811372.csv
0,1,0,2,1,11,1,5,14,86,0,1,7,11,4,1,0,2,cs1080999277425632744.csv
2,1,0,2,0,10,3,5,14,47,1,1,0,11,1,2,0,2,cs10584599027825336884.csv
2,1,1,0,1,12,3,3,7,13,4,6,7,11,6,1,2,2,cs10946103310435275409.csv
2,1,0,2,1,1,3,0,14,58,3,3,6,11,3,2,1,1,cs11295402404661298689.csv
2,1,0,2,1,6,3,1,14,77,3,7,9,1,2,0,0,2,cs10344862867018114012.csv
0,0,0,0,0,6,0,3,14,104,1,7,8,11,6,2,1,1,cs10569522588969051694.csv
1,1,1,1,0,8,1,3,14,90,2,0,5,11,6,2,1,2,cs11493913978118837551.csv
1,0,1,2,1,11,1,1,14,16,0,8,6,11,5,2,2,2,cs10129316305414452727.csv
0,1,0,1,0,5,3,0,6,27,4,5,4,11,5,1,1,0,cs10052469178687042463.csv
1,1,0,0,0,12,3,0,7,105,1,10,5,11,5,0,0,2,cs10397986182355895540.csv
1,0,0,0,1,12,3,5,14,40,1,7,5,11,3,0,0,0,cs11408370451354379445.csv
1,1,0,1,1,6,1,6,14,95,0,4,5,1,6,1,1,2,cs10616925245479536826.csv
0,0,1,1,0,9,3,5,14,95,4,10,7,11,0,1,2,0,cs10337821559836127135.csv
1,0,1,0,1,3,2,6,14,78,2,10,8,11,3,2,2,0,cs10364481048781331655.csv
1,0,1,0,0,5,3,2,7,45,2,6,6,11,1,1,2,1,cs10505635117358436450.csv
1,0,0,1,0,11,1,4,14,48,2,1,4,11,5,2,2,1,cs10747239415543612078.csv
2,0,1,2,0,5,1,1,14,79,3,7,7,11,5,0,2,2,cs10368893061674306579.csv
2,1,1,2,1,11,1,3,1,108,0,9,2,11,0,0,2,2,cs10107177797460378664.csv
1,1,1,2,1,12,3,0,14,25,0,0,0,11,5,1,1,1,cs11050805663427813997.csv
2,1,0,2,0,3,1,6,14,56,1,9,9,11,2,0,2,1,cs11091450768015784893.csv
1,0,1,2,0,9,0,6,14,5,4,1,2,11,5,2,0,1,cs10637201300724439857.csv
0,1,1,0,0,2,2,4,14,12,4,8,1,11,4,2,0,0,cs10575304999546986199.csv
2,0,1,2,1,10,3,4,14,33,1,3,5,11,4,0,0,0,cs11229497395210731228.csv
1,0,1,2,1,11,3,1,14,21,3,1,8,1,2,2,0,0,cs10963423523040746182.csv
0,0,1,0,1,10,2,6,6,36,2,0,8,11,3,0,2,2,cs10179040591972554298.csv
0,0,0,1,0,11,2,5,14,102,2,5,5,11,0,2,2,1,cs11446092945372679912.csv
1,0,0,0,1,12,1,3,14,46,2,6,5,11,2,2,0,1,cs1105862121711182899.csv
2,0,0,2,0,6,3,6,6,79,0,7,0,11,1,0,2,0,cs10526237630786812697.csv
0,1,0,1,0,10,0,4,14,22,0,3,3,11,3,2,1,2,cs11387687834068761684.csv
0,0,0,0,0,8,2,4,14,92,1,7,2,11,2,1,2,0,cs11023142947965188411.csv
2,0,1,1,1,2,2,4,14,9,1,1,9,11,1,0,2,2,cs10728879056428315401.csv
2,0,1,2,1,5,0,6,14,29,1,7,3,11,2,2,0,1,cs10130140439284515812.csv
1,1,0,1,1,9,3,1,14,13,4,2,5,11,0,2,1,2,cs10984738085952178069.csv
2,1,1,2,1,11,0,1,14,79,1,3,6,11,3,0,0,1,cs10008272921083050394.csv
2,1,0,0,0,10,3,6,14,45,2,4,9,11,3,1,2,0,cs11441926890945437461.csv
0,0,1,1,0,13,1,3,14,44,4,3,5,11,4,2,0,2,cs11404896069939931573.csv
0,1,1,2,1,0,0,3,14,96,0,3,1,11,2,1,0,1,cs10579272350638572513.csv
1,0,1,2,0,8,2,6,14,81,0,4,7,11,0,2,1,0,cs10262199514043288648.csv
2,0,0,1,1,3,2,6,14,12,4,6,1,11,5,2,1,2,cs10965113513449375114.csv
0,1,1,1,1,11,2,6,14,17,1,3,7,11,0,0,0,1,cs11444260148311487518.csv
0,1,1,0,1,10,1,4,14,30,3,5,6,11,2,0,2,2,cs11402689035175819936.csv
0,1,1,2,1,12,2,6,14,17,0,7,5,11,3,1,2,1,cs10750649363123002191.csv
1,0,0,2,0,7,1,2,7,11,0,9,7,11,3,0,2,2,cs10140340724900336292.csv
2,0,1,0,1,3,2,4,14,49,4,9,4,11,1,2,0,0,cs10931320997935719566.csv
0,0,1,2,0,9,3,4,14,5,4,6,1,11,5,0,2,1,cs10284592577889369319.csv
2,1,1,2,1,8,0,4,14,90,2,3,6,1,2,1,0,2,cs10052235956790101085.csv
1,1,1,2,1,4,0,2,14,54,0,0,6,11,3,0,0,1,cs11054697380855974588.csv
1,0,0,2,0,2,1,3,14,34,0,1,9,11,5,2,1,1,cs1014416653482773760.csv
1,1,0,0,0,1,0,1,14,1,2,1,5,11,3,0,1,0,cs10532804543752170395.csv
1,0,0,2,0,5,1,0,14,24,3,5,0,11,0,1,0,0,cs10256103739926183199.csv
2,1,1,2,0,4,3,5,14,38,1,7,4,11,4,1,2,0,cs10728598093639048466.csv
1,1,0,1,0,5,1,1,14,21,4,7,9,1,3,0,1,2,cs11221699739863015482.csv
2,0,1,0,1,6,2,5,14,13,4,4,0,11,2,1,1,1,cs10451727986639756830.csv
2,1,1,2,0,4,2,1,1,69,1,3,2,11,4,2,2,0,cs11356433643881406999.csv
2,1,1,2,0,0,2,5,14,102,2,2,7,11,5,1,2,0,cs10565307302883878865.csv
2,1,0,2,1,1,2,1,14,96,2,9,4,11,4,1,2,1,cs10986612272695017098.csv
0,1,0,2,1,8,1,1,14,43,3,10,1,11,2,2,0,2,cs11114664157763164608.csv
0,0,1,1,0,8,0,4,7,88,1,8,2,11,2,2,0,2,cs10349108128618699441.csv
1,1,1,2,0,9,2,1,14,97,4,10,4,11,1,1,0,2,cs10445133134058948840.csv
0,1,1,1,1,2,3,2,14,22,3,3,8,11,3,0,1,1,cs10561450490990184272.csv
2,1,1,2,1,1,1,1,14,75,1,6,1,11,1,2,1,1,cs11214043210084010956.csv
1,1,1,1,1,3,0,3,14,46,2,7,8,11,6,2,1,0,cs11154891926103711212.csv
0,0,0,1,0,3,0,1,14,103,2,2,7,1,2,0,2,0,cs1138000513460143535.csv
2,1,0,1,1,10,1,1,14,56,2,10,9,11,2,2,1,1,cs11394263523269600074.csv
2,0,0,1,1,5,2,3,7,90,3,5,1,11,4,2,1,2,cs10932227380496611186.csv
2,1,0,1,0,6,3,2,14,60,3,2,0,11,4,2,2,2,cs10896064638514212914.csv
1,1,0,1,0,7,0,1,14,101,0,8,8,11,6,0,1,1,cs11276747016466812161.csv
2,1,1,2,0,4,0,1,1,52,2,9,7,11,3,0,0,2,cs11490600905468098235.csv
1,1,1,2,1,3,3,6,14,13,2,0,8,11,2,1,1,1,cs10025346971243876720.csv
2,1,1,2,0,4,2,4,14,14,3,1,1,11,0,0,2,2,cs11296795814496802121.csv
2,0,0,0,1,8,2,1,7,28,4,4,5,11,1,1,1,2,cs10098475709593356021.csv
1,0,1,1,1,11,0,3,14,5,4,7,1,11,1,1,1,1,cs11371089577539804187.csv
1,1,0,1,0,10,0,6,14,13,4,2,9,11,0,1,1,2,cs10431122239835493792.csv
1,0,0,1,0,10,3,6,7,0,2,1,0,11,4,1,2,1,cs10740812954326763297.csv
1,0,0,2,0,7,3,1,14,75,2,8,0,11,3,0,1,1,cs11097919386072831627.csv
1,1,0,1,1,13,3,1,14,108,2,5,1,11,5,2,2,0,cs10830679575742346165.csv
1,1,0,1,0,7,3,3,14,23,4,2,4,11,6,0,2,0,cs10585358075238950894.csv
1,0,0,0,0,8,1,3,14,59,0,1,8,11,5,1,0,0,cs10469398243048467288.csv
1,0,0,1,0,9,1,0,14,98,4,9,2,11,5,2,0,1,cs10798038975385065098.csv
0,0,1,2,1,6,1,6,14,10,1,7,2,11,6,1,0,0,cs10041735287654397966.csv
0,0,0,1,0,3,0,6,6,67,4,10,0,1,2,1,0,0,cs11032779737566538082.csv
1,0,0,1,0,13,2,5,14,63,1,4,0,11,5,2,0,0,cs11002194628819347826.csv
1,1,1,2,0,1,2,0,14,56,2,5,4,11,5,0,0,0,cs10923794384110074649.csv
1,1,0,0,1,3,2,2,14,0,1,5,8,11,5,2,1,0,cs10520162935635721464.csv
0,0,0,1,0,11,2,5,14,32,1,5,6,11,2,0,2,2,cs11352248902178951180.csv
0,0,0,0,0,2,0,1,1,51,3,4,1,11,6,2,0,1,cs11183441500215972374.csv
2,1,0,0,1,1,0,1,14,29,4,2,5,11,1,0,2,2,cs11440011248175480223.csv
2,0,1,1,1,4,1,0,14,9,2,10,1,11,2,1,1,1,cs11334552256447527743.csv
1,0,0,0,0,3,0,2,14,110,2,7,9,11,1,0,1,0,cs11331431282439034347.csv
1,1,1,1,1,8,1,1,14,54,3,2,0,11,0,0,0,1,cs1129111442198895029.csv
0,0,0,1,1,2,3,2,14,46,3,4,4,11,2,1,0,0,cs11456273098262594089.csv
1,1,1,2,0,13,3,1,14,61,0,7,5,11,0,1,1,0,cs10433215815232992685.csv
0,1,0,2,1,10,1,4,7,19,1,6,5,11,0,1,2,0,cs11248583200868356810.csv
0,1,1,1,1,1,1,5,14,51,2,0,2,11,6,2,0,0,cs10188315262199689553.csv
2,1,0,1,0,2,0,6,7,20,0,8,8,11,0,0,0,2,cs10006498490911586888.csv
0,0,1,2,1,2,3,2,14,5,2,10,8,11,5,0,2,2,cs11476055733746422968.csv
0,1,1,1,1,12,0,2,14,72,1,1,0,11,5,0,0,1,cs10693932347834954790.csv
0,1,0,0,1,13,2,6,14,90,2,2,3,11,0,1,1,2,cs10836758877058020105.csv
1,1,0,0,1,11,3,6,14,23,4,2,6,11,5,1,2,2,cs10361258610889181061.csv
1,0,0,2,0,12,1,1,14,52,4,9,3,11,4,2,1,0,cs10279248063494602332.csv
0,1,0,0,1,8,2,6,14,4,2,6,8,11,2,1,2,1,cs11250244385490365038.csv
2,0,0,1,1,13,1,4,14,0,3,4,2,11,5,0,2,1,cs10685553598393197667.csv
1,1,0,0,0,10,2,3,6,12,3,7,6,11,5,0,0,1,cs10324330925051093638.csv
2,1,0,2,0,0,0,5,14,14,0,10,9,11,1,1,0,0,cs10423041159249762729.csv
2,0,0,2,1,2,2,6,14,103,4,7,2,11,1,0,2,2,cs10477693198409394685.csv
0,1,0,2,0,0,2,4,14,8,1,4,0,11,5,1,1,1,cs10442824097267603496.csv
2,1,1,2,0,7,0,4,14,8,1,9,8,11,6,1,2,1,cs10044755816554601218.csv
1,0,1,2,0,12,1,6,14,81,1,5,0,11,0,1,2,1,cs11267157359603501996.csv
0,1,1,0,0,13,3,5,14,24,1,4,2,1,6,1,1,1,cs10491687373969240226.csv
1,1,1,2,0,4,1,6,14,54,0,9,5,1,2,0,1,1,cs11263653016270197764.csv
2,1,0,2,0,4,0,3,14,72,2,2,2,11,2,0,0,1,cs10936329998363107470.csv
0,1,0,0,1,5,2,6,14,41,0,0,9,11,4,2,1,1,cs10096078881673976181.csv
2,0,1,1,0,9,2,1,14,20,4,9,6,11,0,1,0,2,cs1032924778209337215.csv
1,0,0,1,0,8,1,2,14,35,3,1,9,11,2,2,2,0,cs10199878018515623788.csv
0,1,1,2,1,8,1,5,14,42,0,5,7,11,5,1,1,1,cs10459548747942471788.csv
1,1,1,0,0,4,0,1,14,90,1,3,9,11,3,2,0,0,cs10265502431624348793.csv
1,1,1,0,0,8,3,2,14,2,2,1,9,11,0,0,1,1,cs10169683787537268730.csv
2,0,0,1,1,1,3,3,14,99,2,2,5,11,6,1,2,0,cs10768876802580617794.csv
1,0,0,0,0,6,1,4,14,88,2,7,0,11,6,0,0,0,cs10855282123295054050.csv
0,0,0,0,0,9,2,0,7,28,3,4,5,11,3,1,2,0,cs10248256528072561084.csv
2,1,1,0,1,11,0,2,14,50,0,5,5,1,4,0,1,2,cs11406668673054471144.csv
0,0,1,1,1,9,3,6,14,108,2,9,4,11,1,2,0,2,cs11433610047439302496.csv
2,0,0,1,1,8,1,4,14,61,1,10,5,11,4,0,2,2,cs10405144775254582580.csv
1,1,1,0,0,0,0,4,14,27,1,0,3,11,0,0,1,1,cs10802401071157113338.csv
2,1,1,1,0,13,1,3,14,49,0,6,8,11,5,2,1,1,cs10324259583504112863.csv
1,1,1,2,1,7,0,3,14,81,4,4,8,11,4,0,2,1,cs10783841788092276372.csv
1,1,1,1,1,9,3,1,14,101,0,5,6,11,6,2,2,1,cs10779753983111961820.csv
1,0,0,0,1,5,0,3,14,97,3,7,2,11,6,1,2,0,cs10608530672130241412.csv
0,1,0,1,1,7,3,6,14,6,4,10,1,1,1,2,1,2,cs1033975283788691816.csv
0,1,1,1,1,6,3,5,14,9,2,9,0,11,4,0,2,1,cs11464676366108525029.csv
0,0,0,2,1,2,0,6,14,69,1,6,0,11,0,0,1,2,cs10694366275761310151.csv
0,1,0,1,1,0,0,6,14,72,3,2,9,11,2,2,2,2,cs10333663411313929992.csv
0,1,1,1,1,4,2,5,14,92,2,5,0,1,5,2,0,0,cs10684221059265185807.csv
1,0,1,2,0,0,2,3,14,93,4,9,7,11,0,2,1,2,cs10740351319363176677.csv
0,0,0,2,0,0,2,4,14,53,1,8,6,11,6,0,2,0,cs10419397725137892690.csv
2,1,1,1,1,6,1,0,14,72,4,0,9,11,6,2,2,0,cs11316817351781048628.csv
2,0,1,1,0,10,0,4,1,71,1,5,9,11,2,0,1,0,cs11136017821382747697.csv
1,1,0,1,0,9,0,2,14,97,3,6,9,11,6,0,2,2,cs10815329220610882121.csv
0,1,1,2,0,7,1,3,14,18,4,0,9,11,2,0,0,2,cs10713894672903890379.csv
2,0,0,2,0,12,3,6,7,26,2,0,7,11,4,1,1,2,cs10303307763378781732.csv
1,0,1,0,0,2,3,4,6,23,2,0,3,11,1,2,1,0,cs10030914253972151544.csv
2,1,1,2,1,3,0,5,14,45,2,9,2,11,1,2,1,0,cs11301416473270918931.csv
1,0,1,1,0,9,2,4,14,63,1,9,1,1,1,0,1,2,cs11185120066334161047.csv
1,1,1,1,1,8,1,4,14,12,4,0,8,11,0,1,1,0,cs10926844046598307141.csv
2,0,1,1,0,5,3,6,14,21,4,1,7,11,6,0,2,0,cs10118053333920449378.csv
2,1,1,1,1,0,0,4,14,77,2,10,1,11,5,0,0,1,cs10847545064416684141.csv
0,0,1,2,1,5,1,6,14,71,3,2,8,11,4,0,1,2,cs11469932619723071691.csv
2,1,0,2,0,9,3,4,14,76,3,9,4,11,6,1,2,2,cs1064048956405393023.csv
1,1,0,1,1,11,1,5,7,2,1,2,6,11,0,0,0,1,cs10933303485568091284.csv
1,1,1,1,1,4,2,4,1,0,1,2,6,11,2,1,1,1,cs10295045082098026048.csv
2,0,0,0,1,3,0,2,6,8,3,0,1,11,6,0,1,0,cs10017545481460461377.csv
2,0,1,0,1,2,0,3,7,36,3,1,6,11,4,1,0,1,cs10730810903617708072.csv
1,0,1,1,0,2,1,4,14,22,4,4,4,11,1,2,0,2,cs10129766377199395223.csv
2,1,0,2,1,0,3,6,14,78,2,5,7,11,0,1,2,2,cs10576593033863141894.csv
2,0,0,2,0,1,3,3,14,35,4,1,0,11,3,0,1,1,cs1145188285733179867.csv
2,1,1,1,0,10,1,3,14,96,4,4,6,11,6,2,0,0,cs10917997070913371581.csv
1,0,1,0,1,12,1,6,14,9,1,0,4,11,3,2,1,1,cs10404661223005690915.csv
1,0,1,2,1,1,1,2,14,63,2,3,2,11,1,1,0,2,cs11000041692109216046.csv
2,0,1,1,0,0,1,5,14,16,0,9,2,11,0,1,2,0,cs11227499064354745419.csv
0,1,0,2,1,2,2,3,14,85,4,0,7,11,0,0,0,1,cs10826083394829363898.csv
2,0,1,0,1,1,3,6,1,49,1,2,0,1,1,2,1,1,cs10037465983654085531.csv
2,1,0,2,1,4,3,1,14,40,1,0,9,11,5,2,0,2,cs11459161649952307960.csv
2,0,1,0,0,1,2,1,14,33,2,4,1,11,2,2,1,0,cs1111171891586988878.csv
1,0,1,0,1,13,1,5,14,8,1,3,4,11,6,2,1,0,cs10785775867840275609.csv
1,1,0,2,1,1,1,6,14,71,3,9,2,11,1,0,1,2,cs10700289674767976132.csv
0,1,0,2,1,9,1,4,14,48,4,5,5,11,0,2,0,2,cs11099318193789198813.csv
2,0,0,0,0,13,0,2,1,56,0,9,5,11,1,2,2,2,cs11014483436297127527.csv
2,0,0,2,1,9,3,3,14,36,0,5,9,11,1,0,2,1,cs10549129911787028770.csv
0,1,0,0,1,3,0,4,1,3,3,5,8,11,1,2,0,2,cs10486812354267761936.csv
1,0,1,0,1,8,3,4,14,19,1,4,7,11,4,1,0,2,cs11137332460465103057.csv
2,1,0,2,0,12,2,4,14,33,0,9,8,11,5,1,0,1,cs10862435489836371024.csv
1,0,1,2,1,11,3,0,6,34,3,0,3,11,1,1,1,1,cs1020328814961222880.csv
0,0,1,0,0,12,3,2,7,84,2,2,0,11,3,1,1,0,cs10074799223283233615.csv
2,0,0,2,0,3,1,4,1,90,0,7,4,11,0,1,1,2,cs1077255892193812129.csv
2,0,0,0,1,6,3,4,14,58,0,9,2,11,6,0,1,2,cs10257067849958857909.csv
2,1,1,1,0,2,0,1,6,61,3,9,5,11,5,0,1,0,cs10512417659359279542.csv
0,0,0,0,0,3,0,4,14,63,1,0,8,11,0,1,1,2,cs10803248751875906026.csv
1,0,1,2,0,5,3,3,14,44,3,7,6,11,3,1,1,0,cs11494439060570961709.csv
1,0,1,0,1,12,1,5,14,82,0,0,5,11,2,1,2,2,cs11010635329580906628.csv
0,0,0,1,0,8,0,1,14,106,1,0,1,1,3,0,2,1,cs10350268824017578975.csv
0,0,1,1,1,1,2,3,6,108,3,1,7,11,6,1,0,2,cs10185265787816275819.csv
2,1,1,2,1,7,0,5,1,107,4,10,0,11,4,1,0,0,cs1053527136674199602.csv
1,0,1,0,0,3,0,6,14,16,2,10,9,11,0,0,2,0,cs11204702229274789860.csv
2,0,0,0,1,13,1,6,7,46,4,0,1,11,6,0,0,1,cs10631888031682570681.csv
0,1,0,1,1,10,1,1,14,33,0,0,5,11,0,1,2,1,cs10334072189920399139.csv
